person_id,case_id,cac_id,age,age_unit,address_line_1,address_line_2,city,state_abbr,zip,cell_phone_number,home_phone_number,work_phone_number,custody,education_level_id,income_level_id,marital_status_id,relationship_id,role_id,same_household,school_or_employer,victim_status_id
11659829,538889721,7,70,year,4986 Nancy Highway,,Scotthaven,RI,58809,(501)899-5363,(977)281-6761,(854)980-1041,False,,,,,,True,Firefighter,39774913
11659829,369658920,7,70,year,009 Samantha Islands Apt. 833,,Scottberg,MT,75338,(350)076-6380,(902)281-5434,(399)991-8968,False,,,,,,True,Secretary/administrator,85893115
11659829,182243404,7,70,year,5338 Lopez Glen,,Johnshire,MN,18991,(378)939-7041,(030)192-1736,(709)558-4080,False,,,,,,True,Writer,18812990
945775172,537298883,1,12,year,98736 Dawn Causeway Suite 303,,Nicholashaven,HI,40471,(982)687-3525,(119)468-7054,(080)762-9293,False,,,,,,True,Richard B Wilson Jr School,51710316
389780941,256699509,9,14,year,4909 Blanchard Shoal Apt. 804,,South Joanbury,TN,90509,(834)966-9218,(176)648-4430,(172)193-4251,True,,,,,,True,Green Valley Elementary,24136704
918426598,389597669,3,60,year,539 Teresa Mission Suite 813,,East Blake,WI,30216,(754)366-5706,(184)562-4635,(185)011-8479,True,,,,,,False,Conference centre manager,80825709
389780941,367138138,9,14,year,0229 Andrew Hill,,Snyderland,MS,78210,(575)011-9982,(624)143-1462,(066)084-1453,False,,,,,,True,NEWARK VALLEY SENIOR HIGH SCHOOL,80809154
858669965,268744907,8,58,year,988 Rodney Crescent,,Hartland,MN,96037,(678)454-2698,(223)105-0380,(678)867-0343,False,,,,,,True,Health promotion specialist,54583551
11659829,872183410,7,70,year,693 Steven Unions Suite 445,,North Linda,GA,61967,(043)795-0966,(186)318-0030,(879)835-0933,True,,,,,,False,Health and safety adviser,11877538
858669965,428177638,8,58,year,526 Robinson Crossing,,Ortegachester,SD,57561,(910)568-9852,(282)234-1429,(673)709-8256,False,,,,,,False,Telecommunications researcher,52903309
11659829,315457188,7,70,year,256 Pennington Views,,North Arthur,OR,60594,(869)446-3904,(930)036-6260,(990)590-1274,True,,,,,,False,Research scientist (medical),33768933
389780941,392817985,9,14,year,5168 Felicia Alley Apt. 071,,West James,MN,41013,(620)083-7853,(525)178-6685,(606)430-9844,True,,,,,,True,BAYFIELD PRIMARY SCHOOL,19313406
918426598,223027505,3,60,year,282 Cunningham Drive Apt. 635,,Tuckertown,AR,51872,(520)537-2900,(839)620-2928,(816)228-0164,False,,,,,,True,Clinical molecular geneticist,95838288
858669965,427393911,8,58,year,8022 Olivia Summit Suite 473,,Lake Stephanieberg,ME,07442,(571)519-0787,(019)360-9113,(401)687-8336,True,,,,,,False,Horticultural consultant,97455308
858669965,439118832,8,58,year,03031 Corey Dale Suite 527,,Jimenezside,WA,93441,(073)226-6626,(021)402-4590,(091)742-7777,True,,,,,,True,"Psychologist, educational",6313108
11659829,227260124,7,70,year,8768 Wagner Summit,,West Josephview,HI,43951,(181)667-6698,(483)718-6755,(923)795-3836,False,,,,,,True,Museum/gallery exhibitions officer,62731571
858669965,323530133,8,58,year,28760 Kenneth Square,,Nancyport,MD,89019,(243)829-6992,(837)304-1344,(654)799-6240,False,,,,,,True,Press sub,27194592
389780941,40127038,9,14,year,78853 Barry Springs,,Port Leahland,MA,08020,(771)692-9249,(989)017-6198,(487)022-0938,True,,,,,,False,KENDALL ELEMENTARY SCHOOL,53458631
11659829,387545001,7,70,year,946 Becky Common Apt. 783,,Norrisborough,LA,54551,(290)658-9946,(692)272-3554,(047)895-7266,False,,,,,,True,Jewellery designer,25720843
858669965,877939395,8,58,year,7526 Collins Stream,,Hallborough,ND,45758,(067)384-7491,(879)303-1810,(239)784-4242,True,,,,,,True,Media buyer,16713266
858669965,455086560,8,58,year,367 Davis Estates,,Toddtown,VT,23499,(435)108-0439,(280)960-8799,(119)553-8651,False,,,,,,True,Civil Service fast streamer,17847977
11659829,375641440,7,70,year,237 Timothy Ports,,Rachelbury,MA,06848,(673)476-4765,(492)926-7135,(573)239-5707,True,,,,,,False,Secondary school teacher,62364545
858669965,114087563,8,58,year,5744 Miller Street Suite 578,,South Gerald,VA,96209,(950)476-2756,(792)784-0520,(283)146-0279,True,,,,,,False,Ranger/warden,13801585
389780941,544147796,9,14,year,85195 Gary Fork Suite 654,,Whiteton,VA,70424,(312)171-2009,(254)611-9049,(326)303-0858,False,,,,,,True,FITZGERALD MIDDLE SCHOOL,60767749
945775172,565537685,1,12,year,163 Tanya Manors Suite 665,,Alexisberg,HI,48939,(167)109-2264,(943)648-3693,(804)294-0526,False,,,,,,False,HILL CO J J A E P,55943147
945775172,242998346,1,12,year,333 Laurie Manors,,Josephshire,KS,77689,(225)581-3836,(333)487-3890,(548)634-5868,True,,,,,,True,Kyrene del Pueblo Middle School,97716239
858669965,9711382,8,58,year,879 Young Manors,,Port Paul,MT,01815,(298)268-9695,(845)999-1371,(780)803-7491,True,,,,,,True,Cytogeneticist,49837317
389780941,20569435,9,14,year,81259 Barnes Expressway,,West Ryan,DE,40903,(868)946-6283,(783)870-0550,(427)894-5014,False,,,,,,True,Paramount Elementary,51706296
11659829,373532182,7,70,year,452 Joel Loaf Suite 925,,Emilyborough,MD,67402,(274)793-5177,(293)878-1383,(251)978-4315,True,,,,,,False,"Engineer, manufacturing systems",74627249
918426598,765834868,3,60,year,61860 Novak Grove,,Reedmouth,VT,20543,(103)487-4821,(179)948-5923,(013)757-6911,True,,,,,,True,Photographer,5579848
389780941,333968505,9,14,year,980 Melissa Glen Suite 670,,South Jeremystad,SC,38625,(385)907-9718,(307)007-4283,(853)180-4515,True,,,,,,False,COEUR D'ALENE HIGH SCHOOL,96784680
389780941,698595831,9,14,year,63667 Jackson Camp Suite 625,,South Cameronland,LA,81125,(320)230-8030,(941)902-0021,(534)780-6664,True,,,,,,True,Wisconsin Secure Program Facility,38424151
858669965,160517121,8,58,year,4669 Stephanie Causeway Suite 125,,East Duane,MS,22140,(625)096-7682,(580)053-2505,(507)716-3166,True,,,,,,False,Speech and language therapist,25610056
389780941,357435097,9,14,year,237 Laura Gateway Apt. 497,,Staceyberg,HI,91382,(965)037-9726,(655)948-7850,(807)587-1569,True,,,,,,True,Spaght Multimedia Magnet,64320963
918426598,17627547,3,60,year,3487 Anthony Valleys,,Andrewborough,NJ,61052,(209)409-4215,(889)915-2167,(170)556-9038,True,,,,,,True,Research scientist (physical sciences),26275267
918426598,485736868,3,60,year,5494 Matthew Square Suite 282,,Isabellaville,TX,69597,(530)561-9115,(515)449-9351,(447)216-9254,False,,,,,,False,Cartographer,88473445
858669965,42764030,8,58,year,21459 Scott Points Apt. 588,,East Zacharyshire,OR,87083,(829)999-8087,(490)075-7979,(894)294-8456,True,,,,,,False,Geophysical data processor,16341957
945775172,45125431,1,12,year,581 Wang Grove Apt. 779,,Johnview,MI,29860,(500)145-4370,(160)516-3220,(416)118-0386,False,,,,,,True,SEVERO E. COLBERG RAMIREZ,80274746
918426598,281301146,3,60,year,9572 Terry Flats,,East Anaton,LA,51876,(587)651-5041,(887)622-3887,(755)506-6512,True,,,,,,True,Production engineer,51902705
858669965,139090285,8,58,year,408 Johnson Lane,,Beardshire,HI,91850,(481)388-4116,(597)977-5270,(913)449-8398,True,,,,,,True,Clinical cytogeneticist,82134634
918426598,655192906,3,60,year,015 Wright Lake Suite 745,,Port Chadmouth,NE,77536,(877)321-4975,(258)859-7753,(874)747-3256,True,,,,,,False,Horticultural consultant,29699100
945775172,327050000,1,12,year,27509 Bryant Dam Apt. 753,,Michaelview,IN,88585,(049)763-1225,(541)263-4021,(644)283-3694,True,,,,,,True,Johnston Middle School,89272609
389780941,811996530,9,14,year,496 Mills Plain Suite 971,,Reyesshire,CA,75590,(312)093-0973,(791)467-3253,(710)167-8858,False,,,,,,False,Plainwell High School,99846838
389780941,911154824,9,14,year,89486 Molina Lakes Apt. 351,,Bradleymouth,MA,90519,(440)399-0884,(597)892-0230,(380)187-4054,False,,,,,,True,Northshore Elementary School,79221291
11659829,40626892,7,70,year,873 Michael Viaduct,,South Michael,NE,41853,(395)526-9183,(358)456-5956,(782)131-0581,True,,,,,,False,Dentist,77258508
945775172,32288940,1,12,year,64341 Stephen Row,,North Laurie,TX,81334,(825)534-5401,(709)763-5135,(322)443-6229,True,,,,,,True,THE COLLEGE AND CAREER ACADEMY AT PRUDEN,22938935
389780941,858623805,9,14,year,68478 Phillips Mews Suite 895,,Victoriamouth,PA,79670,(274)216-1471,(377)116-8836,(715)923-1326,False,,,,,,False,Alpha: Jose Hernandez,50444367
918426598,706739880,3,60,year,379 Weber Mission,,Maryshire,KY,80148,(312)528-0542,(384)279-5634,(249)446-2140,True,,,,,,False,Regulatory affairs officer,45399649
918426598,947605128,3,60,year,52144 Sullivan Port Suite 253,,Markmouth,MI,71130,(721)857-0304,(281)336-0937,(388)781-3869,True,,,,,,False,Regulatory affairs officer,44496902
918426598,271742001,3,60,year,8378 Brandon Fall,,Mcknightville,OK,75626,(869)440-0310,(136)641-3788,(597)809-1328,True,,,,,,True,Armed forces logistics/support/administrative officer,85721606
918426598,521830434,3,60,year,75718 Jessica Rue,,Port David,NC,81073,(546)052-0872,(564)674-9326,(615)538-4308,True,,,,,,False,Estate agent,50582474
858669965,477066880,8,58,year,76459 Rodriguez Valleys,,Ronaldland,NE,17091,(116)949-9904,(460)716-7479,(035)790-7011,False,,,,,,False,Community pharmacist,86348910
945775172,527971269,1,12,year,89472 Singh Row,,East Jenniferborough,MN,16990,(419)870-9681,(537)293-1114,(680)120-5039,True,,,,,,True,Indian Trail Elementary School,11585027
945775172,584805092,1,12,year,96189 Jamie Brook,,Jonathanborough,PA,46722,(809)001-2828,(590)727-6103,(749)238-9511,True,,,,,,True,Neah-Kah-Nie Middle School,72271564
858669965,277875104,8,58,year,02579 Samuel Parkway Apt. 443,,South Bonnie,DE,32838,(180)100-9672,(766)106-9856,(871)970-0673,False,,,,,,True,"Programmer, applications",7698813
945775172,553716443,1,12,year,909 Jimenez Orchard Apt. 102,,East Joshuamouth,CA,08566,(129)194-7490,(179)653-1365,(827)658-0826,False,,,,,,False,Holton Elementary School,13369391
11659829,145984477,7,70,year,545 Padilla Squares Apt. 311,,Masonfort,CO,91334,(936)543-5544,(882)991-6939,(047)750-6413,False,,,,,,False,Logistics and distribution manager,31109743
918426598,104288135,3,60,year,37492 Hill Trail,,Figueroabury,NJ,90310,(680)226-3961,(540)704-8395,(679)805-4395,False,,,,,,False,Building surveyor,91859904
918426598,362881647,3,60,year,1601 Morris Glen,,West Jasmineton,VA,02082,(879)318-5598,(223)584-0996,(508)371-7599,False,,,,,,True,Consulting civil engineer,75257729
858669965,881249795,8,58,year,389 Meyer Prairie,,Harrishaven,NY,23014,(350)936-1921,(432)548-4452,(067)316-4521,True,,,,,,True,Sport and exercise psychologist,13877920
858669965,799724606,8,58,year,84679 Anderson Valleys Suite 474,,Andrewstad,SD,87772,(594)913-6290,(684)944-0051,(528)887-8146,False,,,,,,False,"Journalist, broadcasting",84757200
918426598,54192213,3,60,year,2455 Vincent Highway Suite 965,,North Alisonside,UT,73975,(136)230-3397,(594)845-0383,(533)187-2841,True,,,,,,True,Counsellor,98665329
945775172,277180894,1,12,year,0483 Samantha Cliff,,Cainstad,NY,92318,(700)579-2458,(707)936-3259,(707)795-2295,True,,,,,,True,UMO N HO N NATION MIDDLE SCH,63823067
918426598,567960271,3,60,year,55817 Caldwell Valley Suite 004,,East Josephville,CO,12323,(920)202-4057,(182)405-2501,(019)695-5091,True,,,,,,True,Animator,38881557
918426598,94192374,3,60,year,0300 Christopher Station,,West Jessica,UT,07179,(624)319-3644,(538)220-4128,(040)659-2098,False,,,,,,False,Associate Professor,79558648
858669965,795445797,8,58,year,090 James Glen,,North Rhondahaven,GA,12271,(962)321-3132,(997)232-0376,(283)660-8111,True,,,,,,False,Arts administrator,65619368
945775172,6851062,1,12,year,037 Griffin Mission Suite 639,,Sandraborough,MN,06412,(525)796-9203,(373)930-6942,(959)929-7218,True,,,,,,False,Downtown College Preparatory,50103917
11659829,158409078,7,70,year,26989 Jessica Green,,North Nancy,KY,71371,(506)969-8324,(991)129-3207,(797)513-0611,False,,,,,,False,Product/process development scientist,62266594
918426598,143533439,3,60,year,040 Jean Fords,,Ricehaven,PA,76598,(079)161-5103,(707)244-1889,(533)969-9993,False,,,,,,True,Air traffic controller,16412649
945775172,644164072,1,12,year,04570 Hendricks Mills,,North Douglas,SC,61280,(329)153-5414,(117)051-2987,(153)112-2067,True,,,,,,False,JAMES WELDON JOHNSON SCHOOL,5221119
11659829,655812148,7,70,year,22635 Rivera Rapids Suite 750,,West Kaitlynshire,MA,22379,(743)272-7377,(964)876-4450,(644)028-6224,False,,,,,,False,Proofreader,31434145
945775172,65508207,1,12,year,5074 Bowman Key Apt. 394,,North Joseph,DE,81398,(179)622-7998,(633)041-4356,(348)641-7517,False,,,,,,False,Olomoana Elementary School,71855642
858669965,844038421,8,58,year,3757 Regina Tunnel Suite 119,,Gillespieburgh,ND,96191,(596)293-8888,(259)671-1589,(506)182-6753,False,,,,,,False,Arts administrator,54095639
